1.75717,-77.5,-7.5,-24.375,4,18,13
1.077519,-77.5,-2.5,-24.375,4,19,13
1.32534,-77.5,2.5,-24.375,4,20,13
0.9295189,-77.5,7.5,-24.375,4,21,13
1.674264,-77.5,12.5,-24.375,4,22,13
2.594726,-77.5,17.5,-24.375,4,23,13
6.38364,-77.5,22.5,-24.375,4,24,13
6.124221,-77.5,27.5,-24.375,4,25,13
0.8108346,-77.5,27.5,-20.625,4,25,14
1.938737,-77.5,32.5,-20.625,4,26,14
5.351909,-77.5,37.5,-20.625,4,27,14
1.204657,-77.5,42.5,-16.875,4,28,15
0.7443776,-77.5,47.5,-13.125,4,29,16
0.4934793,-67.5,82.5,16.875,6,36,24
1.095664,-67.5,87.5,9.375,6,37,22
2.995015,-67.5,87.5,13.125,6,37,23
6.172498,-67.5,87.5,16.875,6,37,24
10.82835,-67.5,87.5,20.625,6,37,25
0.3928328,-62.5,92.5,13.125,7,38,23
1.05902,-62.5,92.5,16.875,7,38,24
1.90689,-62.5,92.5,20.625,7,38,25
0.4645203,-62.5,97.5,9.375,7,39,22
0.4452909,-27.5,-27.5,-1.875,14,14,19
0.4370592,-27.5,-27.5,1.875,14,14,20
0.5284995,-27.5,-22.5,-5.625,14,15,18
0.6227371,-27.5,-22.5,-1.875,14,15,19
0.6191911,-27.5,-22.5,1.875,14,15,20
0.5343248,-27.5,-22.5,5.625,14,15,21
0.3906208,-27.5,-22.5,9.375,14,15,22
0.4939903,-27.5,-17.5,-9.375,14,16,17
0.6930373,-27.5,-17.5,-5.625,14,16,18
0.8175361,-27.5,-17.5,-1.875,14,16,19
0.832064,-27.5,-17.5,1.875,14,16,20
0.718705,-27.5,-17.5,5.625,14,16,21
0.5184029,-27.5,-17.5,9.375,14,16,22
0.5957425,-27.5,-12.5,-9.375,14,17,17
0.8390913,-27.5,-12.5,-5.625,14,17,18
1.02062,-27.5,-12.5,-1.875,14,17,19
1.043801,-27.5,-12.5,1.875,14,17,20
0.8970873,-27.5,-12.5,5.625,14,17,21
0.6415167,-27.5,-12.5,9.375,14,17,22
0.4212303,-27.5,-12.5,13.125,14,17,23
0.4104648,-27.5,-7.5,-13.125,14,18,16
0.6675532,-27.5,-7.5,-9.375,14,18,17
0.9629819,-27.5,-7.5,-5.625,14,18,18
1.182912,-27.5,-7.5,-1.875,14,18,19
1.21805,-27.5,-7.5,1.875,14,18,20
1.034777,-27.5,-7.5,5.625,14,18,21
0.7652959,-27.5,-7.5,9.375,14,18,22
0.4809906,-27.5,-7.5,13.125,14,18,23
0.4250129,-27.5,-2.5,-13.125,14,19,16
0.7145886,-27.5,-2.5,-9.375,14,19,17
1.036785,-27.5,-2.5,-5.625,14,19,18
1.275341,-27.5,-2.5,-1.875,14,19,19
1.305126,-27.5,-2.5,1.875,14,19,20
1.119994,-27.5,-2.5,5.625,14,19,21
0.8241966,-27.5,-2.5,9.375,14,19,22
0.5210249,-27.5,-2.5,13.125,14,19,23
0.4212202,-27.5,2.5,-13.125,14,20,16
0.7180057,-27.5,2.5,-9.375,14,20,17
1.039377,-27.5,2.5,-5.625,14,20,18
1.277315,-27.5,2.5,-1.875,14,20,19
1.311553,-27.5,2.5,1.875,14,20,20
1.1215,-27.5,2.5,5.625,14,20,21
0.837145,-27.5,2.5,9.375,14,20,22
0.5325313,-27.5,2.5,13.125,14,20,23
0.6639068,-27.5,7.5,-9.375,14,21,17
0.9725742,-27.5,7.5,-5.625,14,21,18
1.196635,-27.5,7.5,-1.875,14,21,19
1.233018,-27.5,7.5,1.875,14,21,20
1.061515,-27.5,7.5,5.625,14,21,21
0.7871888,-27.5,7.5,9.375,14,21,22
0.518848,-27.5,7.5,13.125,14,21,23
0.5777329,-27.5,12.5,-9.375,14,22,17
0.8481894,-27.5,12.5,-5.625,14,22,18
1.034171,-27.5,12.5,-1.875,14,22,19
1.075336,-27.5,12.5,1.875,14,22,20
0.9204308,-27.5,12.5,5.625,14,22,21
0.7158204,-27.5,12.5,9.375,14,22,22
0.4564421,-27.5,12.5,13.125,14,22,23
0.4707531,-27.5,17.5,-9.375,14,23,17
0.6893315,-27.5,17.5,-5.625,14,23,18
0.8346335,-27.5,17.5,-1.875,14,23,19
0.8708988,-27.5,17.5,1.875,14,23,20
0.7785384,-27.5,17.5,5.625,14,23,21
0.5877782,-27.5,17.5,9.375,14,23,22
0.5151815,-27.5,22.5,-5.625,14,24,18
0.634174,-27.5,22.5,-1.875,14,24,19
0.6552786,-27.5,22.5,1.875,14,24,20
0.5895246,-27.5,22.5,5.625,14,24,21
0.455878,-27.5,22.5,9.375,14,24,22
0.445794,-27.5,27.5,-1.875,14,25,19
0.4617718,-27.5,27.5,1.875,14,25,20
0.4193957,-27.5,27.5,5.625,14,25,21
0.4746623,-22.5,-37.5,-9.375,15,12,17
0.631455,-22.5,-37.5,-5.625,15,12,18
0.7252685,-22.5,-37.5,-1.875,15,12,19
0.716984,-22.5,-37.5,1.875,15,12,20
0.6137466,-22.5,-37.5,5.625,15,12,21
0.4636705,-22.5,-37.5,9.375,15,12,22
0.5048106,-22.5,-32.5,-13.125,15,13,16
0.7657799,-22.5,-32.5,-9.375,15,13,17
1.081358,-22.5,-32.5,-5.625,15,13,18
1.279857,-22.5,-32.5,-1.875,15,13,19
1.257671,-22.5,-32.5,1.875,15,13,20
