4122.542,-97.5,46.875,-62.5,0,32,7
5.074496,-62.5,13.125,-47.5,7,23,10
6.437081,-62.5,16.875,-42.5,7,24,11
7.789938,-62.5,20.625,-37.5,7,25,12
7.656356,-62.5,28.125,-32.5,7,27,13
6.416086,-62.5,31.875,-32.5,7,28,13
5.372532,-62.5,35.625,-32.5,7,29,13
4.43624,-62.5,39.375,-32.5,7,30,13
4.383894,-57.5,9.375,-52.5,8,22,9
6.110877,-57.5,9.375,-47.5,8,22,10
8.564423,-57.5,9.375,-42.5,8,22,11
5.576348,-57.5,13.125,-42.5,8,23,11
11.09318,-57.5,13.125,-37.5,8,23,12
7.007635,-57.5,16.875,-37.5,8,24,12
9.580831,-57.5,16.875,-32.5,8,24,13
12.06487,-57.5,20.625,-32.5,8,25,13
5.02652,-57.5,24.375,-32.5,8,26,13
4.478106,-57.5,24.375,-27.5,8,26,14
7.724864,-57.5,28.125,-27.5,8,27,14
9.159459,-57.5,31.875,-27.5,8,28,14
7.415705,-57.5,35.625,-27.5,8,29,14
6.01108,-57.5,39.375,-27.5,8,30,14
5.103665,-52.5,1.875,-52.5,9,20,9
5.046877,-52.5,1.875,-47.5,9,20,10
7.127671,-52.5,5.625,-47.5,9,21,10
14.66228,-52.5,5.625,-42.5,9,21,11
10.18832,-52.5,5.625,-37.5,9,21,12
13.91696,-52.5,9.375,-37.5,9,22,12
13.68647,-52.5,9.375,-32.5,9,22,13
25.86485,-52.5,13.125,-32.5,9,23,13
8.407526,-52.5,13.125,-27.5,9,23,14
5.427583,-52.5,16.875,-32.5,9,24,13
21.82749,-52.5,16.875,-27.5,9,24,14
26.69798,-52.5,20.625,-27.5,9,25,14
10.85894,-52.5,24.375,-27.5,9,26,14
6.748272,-52.5,24.375,-22.5,9,26,15
4.320957,-52.5,28.125,-27.5,9,27,14
7.844246,-52.5,28.125,-22.5,9,27,15
8.967439,-52.5,31.875,-22.5,9,28,15
7.068571,-52.5,35.625,-22.5,9,29,15
4.249567,-52.5,46.875,-27.5,9,32,14
5.613216,-47.5,-1.875,-57.5,10,19,8
8.008437,-47.5,-1.875,-52.5,10,19,9
11.51977,-47.5,-1.875,-47.5,10,19,10
11.66487,-47.5,-1.875,-42.5,10,19,11
5.801459,-47.5,-1.875,-37.5,10,19,12
5.605061,-47.5,1.875,-47.5,10,20,10
11.7983,-47.5,1.875,-42.5,10,20,11
24.58681,-47.5,1.875,-37.5,10,20,12
12.20586,-47.5,1.875,-32.5,10,20,13
11.68205,-47.5,5.625,-37.5,10,21,12
34.97462,-47.5,5.625,-32.5,10,21,13
17.08032,-47.5,5.625,-27.5,10,21,14
16.01296,-47.5,9.375,-32.5,10,22,13
46.68537,-47.5,9.375,-27.5,10,22,14
5.262882,-47.5,9.375,-22.5,10,22,15
29.48214,-47.5,13.125,-27.5,10,23,14
19.65424,-47.5,13.125,-22.5,10,23,15
8.753737,-47.5,16.875,-27.5,10,24,14
34.70097,-47.5,16.875,-22.5,10,24,15
41.35895,-47.5,20.625,-22.5,10,25,15
4.269725,-47.5,20.625,-17.5,10,25,16
23.49082,-47.5,24.375,-22.5,10,26,15
6.953697,-47.5,24.375,-17.5,10,26,16
18.7112,-47.5,28.125,-22.5,10,27,15
7.79115,-47.5,28.125,-17.5,10,27,16
10.24688,-47.5,31.875,-22.5,10,28,15
6.014642,-47.5,31.875,-17.5,10,28,16
11.56155,-47.5,35.625,-22.5,10,29,15
8.914184,-47.5,39.375,-22.5,10,30,15
9.97686,-47.5,43.125,-22.5,10,31,15
5.8938,-42.5,-5.625,-57.5,11,18,8
8.436019,-42.5,-5.625,-52.5,11,18,9
12.29729,-42.5,-5.625,-47.5,11,18,10
18.02382,-42.5,-5.625,-42.5,11,18,11
18.76825,-42.5,-5.625,-37.5,11,18,12
6.545673,-42.5,-5.625,-32.5,11,18,13
9.069287,-42.5,-1.875,-42.5,11,19,11
27.7876,-42.5,-1.875,-37.5,11,19,12
41.30935,-42.5,-1.875,-32.5,11,19,13
14.44961,-42.5,-1.875,-27.5,11,19,14
4.556028,-42.5,1.875,-37.5,11,20,12
28.94116,-42.5,1.875,-32.5,11,20,13
61.04393,-42.5,1.875,-27.5,11,20,14
10.24345,-42.5,1.875,-22.5,11,20,15
4.64269,-42.5,5.625,-32.5,11,21,13
58.84621,-42.5,5.625,-27.5,11,21,14
58.6417,-42.5,5.625,-22.5,11,21,15
13.05645,-42.5,9.375,-27.5,11,22,14
77.48494,-42.5,9.375,-22.5,11,22,15
17.59271,-42.5,9.375,-17.5,11,22,16
48.25386,-42.5,13.125,-22.5,11,23,15
45.19713,-42.5,13.125,-17.5,11,23,16
20.01952,-42.5,16.875,-22.5,11,24,15
53.92391,-42.5,16.875,-17.5,11,24,16
5.623899,-42.5,20.625,-22.5,11,25,15
62.45907,-42.5,20.625,-17.5,11,25,16
4.347279,-42.5,20.625,-12.5,11,25,17
49.35054,-42.5,24.375,-17.5,11,26,16
4.83769,-42.5,24.375,-12.5,11,26,17
38.0936,-42.5,28.125,-17.5,11,27,16
5.251218,-42.5,28.125,-12.5,11,27,17
29.20883,-42.5,31.875,-17.5,11,28,16
22.02587,-42.5,35.625,-17.5,11,29,16
16.6794,-42.5,39.375,-17.5,11,30,16
8.795918,-42.5,43.125,-17.5,11,31,16
5.871182,-42.5,46.875,-22.5,11,32,15
6.512035,-42.5,50.625,-22.5,11,33,15
5.596287,-37.5,-13.125,-52.5,12,16,9
8.109553,-37.5,-13.125,-47.5,12,16,10
8.245739,-37.5,-13.125,-42.5,12,16,11
5.92061,-37.5,-13.125,-37.5,12,16,12
4.245729,-37.5,-9.375,-62.5,12,17,7
5.99396,-37.5,-9.375,-57.5,12,17,8
8.596337,-37.5,-9.375,-52.5,12,17,9
12.56094,-37.5,-9.375,-47.5,12,17,10
18.61917,-37.5,-9.375,-42.5,12,17,11
27.78345,-37.5,-9.375,-37.5,12,17,12
20.22299,-37.5,-9.375,-32.5,12,17,13
7.073452,-37.5,-9.375,-27.5,12,17,14
6.690673,-37.5,-5.625,-42.5,12,18,11
20.82514,-37.5,-5.625,-37.5,12,18,12
44.72173,-37.5,-5.625,-32.5,12,18,13
46.95218,-37.5,-5.625,-27.5,12,18,14
11.39354,-37.5,-5.625,-22.5,12,18,15
16.0085,-37.5,-1.875,-32.5,12,19,13
70.10046,-37.5,-1.875,-27.5,12,19,14
