       0      41   1   0     0     1    40    -1    -1    -1   3.84065213449712660690599e-04  5.640e-01  1.692e+01 -1.240e+02  2.286e+01 -5.114e+01      22     1     0   1    0    0 compt NULL NULL
       0      41   1   0     0     1    40    -1    -1    -1   3.84065214424537482249683e-04  3.450e-01  2.922e-01 -1.239e+02  2.314e+01 -5.108e+01      22     1     0   1    0    0 phot NULL NULL
       0      46   1   0     0     1   103    -1    -1    -1   4.08053434829494206855655e-04  7.044e-01  1.876e+01 -1.168e+02  8.912e+00  5.736e+01      22     1     0   1    0    0 compt NULL NULL
       0      46   1   0     0     1   103    -1    -1    -1   4.08053445792317737769034e-04  2.046e-01  3.287e+00 -1.136e+02  8.158e+00  5.734e+01      22     1     0   1    0    0 phot NULL NULL
       0      53   1   0     0     1    81    -1    -1    -1   4.92035475640619922484131e-04  6.503e-01  8.752e+00 -1.083e+02 -3.485e+01  1.126e+01      22     1     0   1    0    0 compt NULL NULL
       0      53   1   0     0     1    81    -1    -1    -1   4.92035487870392889385440e-04  2.587e-01  3.666e+00 -1.077e+02 -3.271e+01  8.345e+00      22     1     0   1    0    0 phot NULL NULL
       0      62   1   0     0     1    83    -1    -1    -1   5.62833726268719965017684e-04  6.359e-01  9.091e+00 -1.084e+02 -4.367e+01  1.431e+01      22     1     0   1    0    0 compt NULL NULL
       0      62   1   0     0     1    83    -1    -1    -1   5.62833729965204815001711e-04  2.731e-01  1.108e+00 -1.076e+02 -4.410e+01  1.497e+01      22     1     0   1    0    0 phot NULL NULL
       0      72   1   0     0     1    39    -1    -1    -1   7.04571159338073958397497e-04  5.996e-01  6.580e+00 -1.179e+02  2.640e+01 -2.926e+01      22     1     0   1    0    0 compt NULL NULL
       0      72   1   0     0     1    37    -1    -1    -1   7.04571191697667370372471e-04  3.094e-01  4.816e-01 -1.183e+02  3.545e+01 -2.579e+01      22     1     0   1    0    0 phot NULL NULL
       0      87   1   0     0     1   133    -1    -1    -1   8.49904606116115156518032e-04  6.941e-01  3.518e+01 -1.314e+02  6.390e+00  9.435e+01      22     1     0   1    0    0 compt NULL NULL
       0      87   1   0     0     1   133    -1    -1    -1   8.49904607057680450132864e-04  2.149e-01  2.823e-01 -1.312e+02  6.219e+00  9.428e+01      22     1     0   1    0    0 phot NULL NULL
       0     101   1   0     0     1    72    -1    -1    -1   9.65301831079937947693859e-04  6.940e-01  2.047e+00 -1.020e+02  1.370e+01  4.548e+00      22     1     0   1    0    0 compt NULL NULL
       0     101   1   0     0     1    72    -1    -1    -1   9.65301831894689642624141e-04  2.150e-01  2.443e-01 -1.019e+02  1.352e+01  4.593e+00      22     1     0   1    0    0 phot NULL NULL
       0     106   1   0     0     0   129    -1    -1    -1   1.01426145817342544010187e-03  1.883e-01  1.542e+01  1.127e+02 -2.822e+01  7.203e+01      22     1     0   1    0    0 compt NULL NULL
       0     106   1   0     0     0   126    -1    -1    -1   1.01426154747795644120445e-03  7.207e-01  4.056e+00  1.243e+02 -4.211e+01  9.175e+01      22     1     0   1    0    0 phot NULL NULL
       0     116   1   0     0     1    45    -1    -1    -1   1.12550146664449181657663e-03  6.535e-01  3.048e+01 -1.395e+02 -3.436e+00 -2.548e+01      22     1     0   1    0    0 compt NULL NULL
       0     116   1   0     0     1    45    -1    -1    -1   1.12550148289663337619615e-03  2.555e-01  4.872e+00 -1.380e+02 -1.720e-01 -2.219e+01      22     1     0   1    0    0 phot NULL NULL
       0     148   1   0     0     0    98    -1    -1    -1   1.38872642337366540218890e-03  4.157e-01  1.304e+01  1.203e+02 -3.331e+01  4.106e+01      22     1     0   1    0    0 compt NULL NULL
       0     148   1   0     0     0    98    -1    -1    -1   1.38872643738953698185068e-03  4.933e-01  4.202e+00  1.212e+02 -3.330e+01  4.516e+01      22     1     0   1    0    0 phot NULL NULL
       0     200   1   0     0     0   140    -1    -1    -1   1.86421092271922442078214e-03  6.986e-01  2.166e+01  1.166e+02  2.974e+01  9.291e+01      22     1     0   1    0    0 compt NULL NULL
       0     200   1   0     0     0   140    -1    -1    -1   1.86421094770286609534904e-03  2.104e-01  7.490e+00  1.097e+02  2.759e+01  9.101e+01      22     1     0   1    0    0 phot NULL NULL
       0     217   1   0     0     0    23    -1    -1    -1   1.95721195342842728751021e-03  6.949e-01  1.736e+01  1.394e+02  4.482e+01 -6.793e+01      22     1     0   1    0    0 compt NULL NULL
       0     217   1   0     0     0    55    -1    -1    -1   1.95721204142138439224796e-03  2.141e-01  3.795e+00  1.215e+02  5.088e+01 -4.956e+01      22     1     0   1    0    0 phot NULL NULL
       0     221   1   0     0     0    81    -1    -1    -1   1.96922873588902674901746e-03  6.457e-01  6.722e+00  1.215e+02  3.170e+01  9.430e+00      22     1     0   1    0    0 compt NULL NULL
       0     221   1   0     0     0    80    -1    -1    -1   1.96922876233568411308283e-03  2.633e-01  3.650e+00  1.199e+02  2.854e+01  2.339e+00      22     1     0   1    0    0 phot NULL NULL
       0     245   1   0     0     1    37    -1    -1    -1   2.13140711377254876701670e-03  6.903e-01  6.815e+00 -1.284e+02  3.683e+01 -3.232e+01      22     1     0   1    0    0 compt NULL NULL
       0     245   1   0     0     1    39    -1    -1    -1   2.13140715392282466614238e-03  2.187e-01  4.357e+00 -1.235e+02  2.612e+01 -3.491e+01      22     1     0   1    0    0 phot NULL NULL
       0     273   1   0     0     0    32    -1    -1    -1   2.39313560399363658287575e-03  2.222e-01  1.949e+00  1.054e+02 -6.097e+01 -2.146e+01      22     1     0   1    0    0 compt NULL NULL
       0     273   1   0     0     0    60    -1    -1    -1   2.39313566222341348593838e-03  6.868e-01  4.295e+00  1.165e+02 -7.295e+01 -1.538e+01      22     1     0   1    0    0 phot NULL NULL
       0     324   1   0     0     1    20    -1    -1    -1   2.93338323579463719839588e-03  5.813e-01  3.904e+00 -1.030e+02 -2.641e+01 -8.435e+01      22     1     0   1    0    0 compt NULL NULL
       0     324   1   0     0     1    22    -1    -1    -1   2.93338328128770050792773e-03  3.277e-01  3.869e+00 -1.028e+02 -3.841e+01 -7.787e+01      22     1     0   1    0    0 phot NULL NULL
       0     346   1   0     0     0   138    -1    -1    -1   3.14206955870157626092842e-03  4.972e-01  6.812e+00  1.056e+02  1.721e+01  7.197e+01      22     1     0   1    0    0 compt NULL NULL
