Event ID,Time Slice,Gamma ID,Node(detector),X,Y,Z,Time,Edep,type,Gamma Source
30057,0,1,0,56.47,-43.6,-42.51,0.7480945656136211,0.6839,compt,Annihilation
30057,0,1,0,55.28,-42.67,-40.87,0.7480945656210414,0.2251,phot,Annihilation
30062,0,1,0,50.65,-54.55,32.44,0.7482617573198427,0.909,phot,Annihilation
30063,0,1,1,-70.68,11.73,70.87,0.7483039921768114,0.2636,compt,Annihilation
30064,0,1,0,79.26,-27.1,-23.57,0.748313688565153,0.6834,compt,Annihilation
30064,0,1,0,71.34,-11.84,-22.26,0.748313688622653,0.2256,phot,Annihilation
30065,0,1,1,-68.02,-64.77,-40.04,0.7483202959857491,0.01628,compt,Annihilation
30065,0,1,1,-69.69,-66.97,-41.33,0.7483202959959027,0.3306,compt,Annihilation
30065,0,1,1,-77.42,-73.84,-36.97,0.7483202960333398,0.1249,compt,Annihilation
30065,0,1,1,-77.71,-73.84,-36.7,0.7483202960346605,0.2448,compt,Annihilation
30065,0,1,1,-76.1,-69.65,-38.55,0.7483202960508306,0.00155,compt,Annihilation
30065,0,1,1,-75.59,-68.43,-38.8,0.7483202960553412,0.1908,phot,Annihilation
30066,0,1,0,47.94,-43.19,32.71,0.7483523351283843,0.7016,compt,Annihilation
30066,0,1,1,-66.68,-1.385,-100.0,0.7483523357296877,0.2074,phot,Annihilation
30067,0,1,0,82.48,29.95,0.1318,0.7483696315222224,0.5205,compt,Annihilation
30067,0,1,0,82.26,34.11,-1.237,0.7483696315368571,0.02445,compt,Annihilation
30067,0,1,0,82.61,35.08,-1.825,0.7483696315408204,0.01203,compt,Annihilation
30067,0,1,0,82.38,40.69,-4.464,0.74836963156151,0.352,phot,Annihilation
30070,0,1,1,-48.76,-59.29,-35.68,0.7484053406422522,0.909,phot,Annihilation
30074,0,1,0,70.38,19.42,49.73,0.7484867685520776,0.282,compt,Annihilation
30077,0,1,1,-81.68,28.16,-3.603,0.7485702043926772,0.4063,compt,Annihilation
30079,0,1,1,-65.66,16.92,-14.91,0.7485766785746295,0.7134,compt,Annihilation
30079,0,1,1,-61.27,14.91,-13.88,0.7485766785910991,0.01266,compt,Annihilation
30079,0,1,1,-55.55,14.33,-15.44,0.748576678611,0.03906,compt,Annihilation
30079,0,1,1,-53.52,12.75,-11.39,0.7485766786270165,0.1439,phot,Annihilation
30081,0,1,0,52.31,69.51,-19.82,0.748666923810667,0.2854,compt,Annihilation
30084,0,1,0,51.23,56.88,31.27,0.748936494447457,0.4282,compt,Annihilation
30084,0,1,0,49.31,64.57,30.82,0.7489364944739537,0.279,compt,Annihilation
30085,0,1,0,49.13,-41.15,-28.01,0.7489552372116408,0.06658,compt,Annihilation
30085,0,1,0,53.09,-44.56,-32.51,0.7489552372346547,0.4266,compt,Annihilation
30085,0,1,0,64.4,-34.23,-39.48,0.7489552372907933,0.4158,phot,Annihilation
30086,0,1,1,-65.8,-5.959,7.594,0.7489596056196002,0.1523,compt,Annihilation
30086,0,1,1,-69.19,-5.07,9.335,0.7489596056326492,0.7567,phot,Annihilation
30090,0,1,0,47.03,56.65,3.188,0.7490917564799938,0.909,phot,Annihilation
30091,0,1,0,82.18,-5.857,2.612,0.749101617886475,0.5609,compt,Annihilation
30092,0,1,1,-48.1,-52.81,12.0,0.7491128191894086,0.5844,compt,Annihilation
30092,0,1,1,-47.1,-54.34,8.853,0.7491128192015388,0.09572,compt,Annihilation
30092,0,1,0,55.84,-23.01,-15.05,0.7491128195692083,0.2289,phot,Annihilation
30095,0,1,0,45.23,43.77,-4.317,0.7492436038088578,0.5652,compt,Annihilation
30095,0,1,0,53.48,31.75,-12.34,0.7492436039357333,0.04495,compt,Annihilation
30095,0,1,0,53.37,26.57,-20.97,0.7492436039693169,0.1417,compt,Annihilation
30095,0,1,0,52.52,26.66,-20.35,0.7492436039728361,0.02334,compt,Annihilation
30095,0,1,0,53.87,28.86,-17.03,0.7492436039868737,0.1338,phot,Annihilation
30098,0,1,1,-78.73,5.794,10.49,0.7492721833710216,0.2914,compt,Annihilation
30098,0,1,1,-78.83,5.908,10.5,0.7492721833715436,0.3,compt,Annihilation
30108,0,1,0,59.56,20.09,29.28,0.749979872699504,0.3306,compt,Annihilation
30108,0,1,0,81.75,45.94,22.19,0.7499798728155734,0.5784,phot,Annihilation
30110,0,1,0,63.05,-38.0,13.92,0.7499925678640855,0.7061,compt,Annihilation
30110,0,1,0,53.53,-25.15,9.483,0.7499925679194556,0.2029,phot,Annihilation
30112,0,1,0,58.45,25.54,-62.5,0.7500463506712322,0.452,compt,Annihilation
30112,0,1,0,59.39,23.62,-64.22,0.7500463506803845,0.01979,compt,Annihilation
30112,0,1,0,60.4,21.89,-64.77,0.7500463506872884,0.01075,compt,Annihilation
30112,0,1,0,62.65,16.38,-67.82,0.7500463507096121,0.03477,compt,Annihilation
30112,0,1,0,81.2,-13.6,-68.78,0.7500463508272323,0.1134,compt,Annihilation
30113,0,1,1,-53.44,28.55,83.87,0.750062486101558,0.5145,compt,Annihilation
30113,0,1,1,-54.78,34.36,82.94,0.750062486121705,0.3945,phot,Annihilation
30116,0,1,0,56.83,-32.65,-86.72,0.7501540506822012,0.2286,compt,Annihilation
30116,0,1,0,58.1,-33.2,-87.28,0.7501540506871601,0.6804,phot,Annihilation
30117,0,1,1,-70.03,66.69,3.44,0.750191235206886,0.5671,compt,Annihilation
30117,0,1,1,-75.1,55.57,-5.016,0.750191235256462,0.1547,compt,Annihilation
30117,0,1,1,-80.21,57.98,-3.155,0.7501912352762984,0.1871,phot,Annihilation
30121,0,1,0,59.92,-9.704,78.8,0.7502611130155253,0.5799,compt,Annihilation
30121,0,1,0,62.48,-8.409,77.57,0.7502611130259456,0.3291,phot,Annihilation
30124,0,1,0,81.12,-64.09,1.237,0.7503297098232744,0.2922,compt,Annihilation
30124,0,1,0,84.06,-66.19,-1.415,0.7503297098382213,0.4192,compt,Annihilation
30124,0,1,0,83.32,-64.27,-0.1421,0.750329709846292,0.1975,phot,Annihilation
30125,0,1,0,77.84,57.73,28.88,0.7503777668148983,0.152,compt,Annihilation
30127,0,1,0,46.22,-46.82,29.76,0.7504013923726728,0.5343,compt,Annihilation
30127,0,1,0,46.84,-46.71,29.32,0.7504013923752462,0.05353,compt,Annihilation
30127,0,1,0,47.97,-47.71,28.18,0.7504013923815621,0.09116,compt,Annihilation
30127,0,1,0,47.05,-49.02,27.55,0.7504013923872859,0.23,phot,Annihilation
30128,0,1,0,72.4,-8.68,-13.22,0.7504318824617744,0.5327,compt,Annihilation
30128,0,1,0,73.34,-7.565,-13.03,0.7504318824666658,0.1778,compt,Annihilation
30128,0,1,0,74.62,-10.27,-11.09,0.7504318824785711,0.1985,phot,Annihilation
30131,0,1,0,74.84,26.13,40.09,0.7505601188073041,0.4798,compt,Annihilation
30131,0,1,0,81.91,47.26,32.74,0.7505601188855755,0.1595,compt,Annihilation
30131,0,1,0,81.86,47.41,32.88,0.7505601188862737,0.2697,phot,Annihilation
30132,0,1,1,-56.93,-38.14,2.491,0.7505817067606447,0.4595,compt,Annihilation
30132,0,1,1,-77.64,-27.3,10.21,0.7505817068427452,0.06311,compt,Annihilation
30133,0,1,0,71.69,10.82,17.46,0.75061992822311,0.3513,compt,Annihilation
30133,0,1,0,78.81,25.0,26.2,0.750619928283536,0.3801,compt,Annihilation
30133,0,1,0,73.09,10.75,17.79,0.750619928341945,0.1776,phot,Annihilation
30136,0,1,0,59.67,-17.95,-81.34,0.7507312097552514,0.6103,compt,Annihilation
30136,0,1,0,63.2,-18.13,-77.87,0.7507312097717731,0.004222,compt,Annihilation
30136,0,1,0,71.01,-15.15,-73.53,0.7507312098031795,0.04688,compt,Annihilation
30136,0,1,0,72.41,-16.1,-72.66,0.7507312098095106,0.07061,compt,Annihilation
30136,0,1,0,72.02,-16.67,-72.38,0.7507312098119908,0.177,phot,Annihilation
30140,0,1,1,-69.87,-11.85,-41.08,0.7508201851440743,0.155,compt,Annihilation
30140,0,1,1,-71.71,-12.11,-41.12,0.7508201851502881,0.4544,compt,Annihilation
30140,0,1,1,-71.39,-14.25,-37.43,0.7508201851645788,0.1417,compt,Annihilation
30140,0,1,1,-69.45,-10.29,-45.96,0.7508201851966142,0.1579,phot,Annihilation
30145,0,1,0,63.24,-16.09,-36.64,0.7509278828180481,0.5976,compt,Annihilation
30145,0,1,0,67.98,-10.46,-29.33,0.75092788285264,0.3114,phot,Annihilation
30148,0,1,1,-65.34,-4.707,20.16,0.7509638893252291,0.2218,compt,Annihilation
30148,0,1,1,-69.03,-6.69,24.36,0.7509638893449979,0.231,compt,Annihilation
30148,0,1,1,-65.44,-2.07,76.04,0.7509638895184894,0.155,compt,Annihilation
30148,0,1,1,-66.87,-4.186,78.16,0.7509638895295718,0.07462,compt,Annihilation
30148,0,1,1,-68.02,-6.866,76.83,0.7509638895402678,0.2266,phot,Annihilation
30151,0,1,1,-51.29,32.21,49.7,0.7510467671374994,0.2305,compt,Annihilation
30151,0,1,1,-69.1,33.42,54.04,0.7510467671987745,0.3049,compt,Annihilation
30151,0,1,1,-69.55,33.21,56.53,0.7510467672072566,0.3736,phot,Annihilation
30152,0,1,0,62.8,63.97,94.1,0.751059323077156,0.235,compt,Annihilation
30161,0,1,1,-57.06,50.99,20.49,0.7514424330687103,0.4943,compt,Annihilation
30161,0,1,1,-55.42,54.65,21.16,0.7514424330822724,0.1867,compt,Annihilation
30161,0,1,1,-55.13,53.69,22.4,0.7514424330875841,0.06716,compt,Annihilation
30161,0,1,1,-63.39,49.51,22.31,0.7514424331184676,0.1609,phot,Annihilation
30162,0,1,0,54.84,-47.9,42.33,0.7514803035080188,0.6551,compt,Annihilation
30162,0,1,0,56.05,-46.53,33.31,0.7514803035387312,0.009978,compt,Annihilation
30162,0,1,0,53.9,-40.6,19.31,0.7514803035899393,0.244,phot,Annihilation
30163,0,1,0,60.08,-37.04,-52.58,0.7515542862836223,0.3835,compt,Annihilation
30163,0,1,0,61.01,-46.21,-54.07,0.7515542863147886,0.05331,compt,Annihilation
30165,0,1,0,58.47,-71.25,-34.75,0.7516287558871733,0.4067,compt,Annihilation
30166,0,1,1,-55.8,49.02,-60.86,0.7516507427511635,0.6554,compt,Annihilation
30166,0,1,1,-54.4,45.4,-60.84,0.7516507427641123,0.2536,phot,Annihilation
30168,0,1,1,-63.53,19.83,-52.93,0.7516590692423891,0.7176,compt,Annihilation
30168,0,1,1,-59.78,19.45,-50.11,0.7516590692580908,0.1914,phot,Annihilation
30174,0,1,0,49.36,39.39,29.19,0.7518853266382244,0.6891,compt,Annihilation
30174,0,1,0,48.05,30.35,16.76,0.7518853266896826,0.2199,phot,Annihilation
30177,0,1,0,76.94,8.423,16.01,0.7519455641300338,0.2689,compt,Annihilation
30180,0,1,0,71.08,27.1,-18.97,0.7520465617257275,0.1267,compt,Annihilation
30183,0,1,0,56.67,25.14,64.15,0.7521697634896694,0.3228,compt,Annihilation
30183,0,1,0,59.19,22.91,67.29,0.7521697635050365,0.1708,compt,Annihilation
30183,0,1,0,57.82,21.41,72.76,0.7521697635245135,0.4154,phot,Annihilation
30186,0,1,1,-46.12,-43.02,6.513,0.7523303871649858,0.5917,compt,Annihilation
30187,0,1,0,72.46,-65.88,16.44,0.7523637288417636,0.6805,compt,Annihilation
30187,0,1,0,71.15,-66.27,16.11,0.7523637288464359,0.2285,phot,Annihilation
30191,0,1,1,-80.75,9.215,38.04,0.7524384689735529,0.4901,compt,Annihilation
30192,0,1,0,48.01,-68.15,-29.63,0.7524769474607595,0.1266,compt,Annihilation
30193,0,1,0,46.57,59.74,-62.54,0.7524862442624779,0.3727,compt,Annihilation
30193,0,1,0,55.05,71.87,-59.36,0.7524862443129805,0.06784,compt,Annihilation
30194,0,1,0,64.04,-55.89,41.59,0.7525682633138263,0.5218,compt,Annihilation
30194,0,1,0,52.95,-57.93,66.37,0.7525682634046297,0.3872,phot,Annihilation
30196,0,1,1,-82.33,58.96,-75.28,0.7525975403576235,0.5995,compt,Annihilation
30201,0,1,0,45.21,50.4,95.26,0.7527187142285374,0.5158,compt,Annihilation
30201,0,1,0,54.42,51.15,93.05,0.7527187142602412,0.3932,phot,Annihilation
30202,0,1,0,57.98,-59.66,-35.88,0.7527284541321569,0.909,phot,Annihilation
30203,0,1,0,58.54,-30.63,46.55,0.7527342899145356,0.4619,compt,Annihilation
30203,0,1,0,53.8,-33.4,64.63,0.7527342899775624,0.4471,phot,Annihilation
30204,0,1,0,60.83,-10.3,71.31,0.7527463351003603,0.454,compt,Annihilation
30204,0,1,0,61.5,-4.395,74.64,0.7527463351230832,0.174,compt,Annihilation
30204,0,1,0,63.12,-5.474,78.68,0.752746335138031,0.01792,compt,Annihilation
30204,0,1,0,62.9,-5.587,81.07,0.7527463351460679,0.2631,phot,Annihilation
30212,0,1,1,-53.01,-32.45,-6.749,0.7528992623953038,0.5804,compt,Annihilation
30212,0,1,1,-51.66,-35.8,5.058,0.7528992624364911,0.01723,compt,Annihilation
30212,0,1,1,-52.38,-38.92,9.759,0.7528992624554668,0.07219,compt,Annihilation
30212,0,1,1,-52.24,-38.88,9.949,0.7528992624562562,0.2392,phot,Annihilation
30214,0,1,0,50.81,-60.78,27.14,0.7529247843629954,0.1867,compt,Annihilation
30214,0,1,0,55.38,-62.36,30.34,0.7529247843823187,0.1271,compt,Annihilation
30214,0,1,0,67.6,-65.58,30.15,0.7529247844244625,0.3647,compt,Annihilation
30214,0,1,0,67.56,-65.45,30.17,0.7529247844249153,0.02634,compt,Annihilation
30214,0,1,0,69.45,-59.03,28.37,0.7529247844480389,0.2041,phot,Annihilation
30216,0,1,0,46.86,-48.56,-32.97,0.7530408645377532,0.5949,compt,Annihilation
30218,0,1,0,45.44,-67.73,-80.98,0.7531001978104171,0.03167,compt,Annihilation
30218,0,1,0,46.78,-68.85,-82.77,0.753100197818752,0.2372,compt,Annihilation
30220,0,1,0,55.63,32.86,35.89,0.7531240391940637,0.1868,compt,Annihilation
30220,0,1,0,71.31,59.35,49.44,0.753124039306284,0.4329,compt,Annihilation
30220,0,1,0,77.61,65.74,24.39,0.7531240393950295,0.1562,compt,Annihilation
30220,0,1,0,76.99,65.28,26.38,0.7531240394021532,0.1332,phot,Annihilation
30222,0,1,0,67.78,37.19,45.8,0.7531684881834727,0.005532,compt,Annihilation
30225,0,1,1,-63.12,-8.26,-10.98,0.7532174305747382,0.1488,compt,Annihilation
30228,0,1,1,-75.88,-43.38,89.09,0.7532707121412567,0.6773,compt,Annihilation
30228,0,1,1,-72.47,-41.98,89.59,0.7532707121536611,0.2317,phot,Annihilation
30232,0,1,0,84.56,23.63,-74.73,0.7533747283218759,0.4347,compt,Annihilation
30234,0,1,1,-80.98,20.98,-15.76,0.7533842363462784,0.156,compt,Annihilation
30243,0,1,0,57.75,-53.87,-95.24,0.7536611425503883,0.3796,compt,Annihilation
30247,0,1,1,-46.2,63.53,-91.69,0.7537257804255318,0.6147,compt,Annihilation
30247,0,1,1,-45.61,64.13,-88.02,0.7537257804380968,0.04291,compt,Annihilation
30247,0,1,1,-47.42,68.68,-83.79,0.7537257804596872,0.2514,phot,Annihilation
30248,0,1,1,-57.62,38.4,53.45,0.7537449637624623,0.5202,compt,Annihilation
30248,0,1,1,-59.37,35.96,54.49,0.7537449637730538,0.03293,compt,Annihilation
30248,0,1,1,-59.6,36.29,55.21,0.7537449637758161,0.1806,compt,Annihilation
30248,0,1,1,-59.29,39.53,50.77,0.75374496379423,0.1753,phot,Annihilation
30252,0,1,0,74.86,-1.184,47.95,0.7538478474629798,0.2031,compt,Annihilation
30254,0,1,0,60.1,-48.35,59.39,0.7538912859484347,0.3433,compt,Annihilation
30254,0,1,0,61.88,-49.49,58.91,0.753891285955662,0.1693,compt,Annihilation
30254,0,1,0,62.15,-49.39,58.83,0.7538912859566625,0.04871,compt,Annihilation
30254,0,1,0,63.76,-47.93,56.45,0.7538912859674286,0.1673,compt,Annihilation
30254,0,1,0,63.75,-47.94,56.44,0.7538912859674788,0.0206,compt,Annihilation
30254,0,1,0,59.64,-50.17,58.84,0.7538912859850014,0.1598,phot,Annihilation
30255,0,1,0,60.72,25.28,-52.26,0.7538929962416907,0.909,phot,Annihilation
30257,0,1,1,-67.08,-30.01,-34.36,0.7539166188497505,0.6968,compt,Annihilation
30257,0,1,1,-65.92,-29.56,-32.42,0.7539166188574484,0.2122,phot,Annihilation
30258,0,1,0,70.78,-4.117,-27.35,0.7539681199658809,0.909,phot,Annihilation
30259,0,1,0,56.19,29.21,-41.7,0.7540048147058328,0.1041,compt,Annihilation
30259,0,1,0,68.96,31.86,-45.97,0.7540048147516086,0.8049,phot,Annihilation
30262,0,1,0,62.21,0.3291,65.18,0.7540476507729627,0.4478,compt,Annihilation
30262,0,1,0,59.57,-2.352,73.42,0.7540476508031814,0.1669,compt,Annihilation
30262,0,1,0,53.4,7.476,74.88,0.7540476508421836,0.2942,phot,Annihilation
30263,0,1,0,71.24,34.27,11.78,0.7540590904004766,0.329,compt,Annihilation
30264,0,1,1,-67.99,22.77,-62.26,0.7541442440747064,0.07214,compt,Annihilation
30264,0,1,1,-75.5,29.66,-71.4,0.7541442441203974,0.02301,compt,Annihilation
30265,0,1,1,-66.47,-33.13,84.71,0.7541462052887169,0.909,phot,Annihilation
30268,0,1,0,60.49,43.87,65.21,0.7541835674837446,0.6395,compt,Annihilation
30268,0,1,0,66.8,32.56,62.16,0.7541835675281152,0.06057,compt,Annihilation
30268,0,1,0,66.76,29.67,53.23,0.7541835675594196,0.01779,compt,Annihilation
30268,0,1,0,68.05,28.65,51.73,0.7541835675668251,0.1911,phot,Annihilation
30270,0,1,1,-73.65,-19.5,24.46,0.7542156184356442,0.347,compt,Annihilation
30271,0,1,1,-48.08,-46.77,99.89,0.7542224278500217,0.6475,compt,Annihilation
30273,0,1,1,-73.9,4.659,-53.3,0.7542481952780503,0.5783,compt,Annihilation
30273,0,1,1,-73.28,5.45,-54.12,0.7542481952823769,0.3307,phot,Annihilation
30277,0,1,0,47.52,-43.13,55.21,0.7543776829232199,0.4563,compt,Annihilation
30277,0,1,0,72.13,-31.22,64.02,0.7543776830190495,0.05568,compt,Annihilation
30279,0,1,0,55.55,46.69,-52.88,0.7544186893240244,0.6786,compt,Annihilation
30279,0,1,0,55.17,44.72,-52.2,0.7544186893310678,0.2304,phot,Annihilation
30280,0,1,0,49.02,-42.19,-68.16,0.7544260104159461,0.2461,compt,Annihilation
30280,0,1,0,49.71,-44.39,-69.2,0.7544260104243778,0.6629,phot,Annihilation
30290,0,1,1,-77.56,34.89,44.97,0.7547578143363521,0.6654,compt,Annihilation
30290,0,1,1,-74.07,33.74,47.12,0.7547578143505306,0.2436,phot,Annihilation
30294,0,1,0,69.99,-39.85,1.525,0.7548193834968159,0.4503,compt,Annihilation
30296,0,1,1,-47.88,-60.47,-68.98,0.7548239641266861,0.2191,compt,Annihilation
30296,0,1,1,-46.34,-68.1,-78.48,0.7548239641676697,0.09894,compt,Annihilation
30299,0,1,0,53.13,-32.96,16.21,0.7548720549294218,0.1335,compt,Annihilation
30299,0,1,0,55.86,-35.12,15.58,0.7548720549412296,0.08467,compt,Annihilation
30299,0,1,0,61.13,-36.7,14.04,0.7548720549602855,0.3487,compt,Annihilation
30299,0,1,0,60.89,-37.56,11.94,0.7548720549678832,0.1399,compt,Annihilation
30299,0,1,0,60.55,-38.92,12.89,0.7548720549735303,0.2022,phot,Annihilation
30300,0,1,0,57.18,-73.51,36.29,0.754874785881298,0.5432,compt,Annihilation
30300,0,1,0,57.37,-73.61,35.95,0.7548747858826401,0.02572,compt,Annihilation
30301,0,1,0,66.2,-31.63,-30.42,0.754894614589533,0.909,phot,Annihilation
30302,0,1,1,-49.14,35.24,-72.26,0.7549088049337649,0.6534,compt,Annihilation
30303,0,1,1,-45.55,-42.35,10.87,0.7549163229462216,0.4389,compt,Annihilation
30303,0,1,1,-50.52,-40.74,13.94,0.7549163229664362,0.1676,compt,Annihilation
30303,0,1,1,-47.9,-22.81,24.05,0.7549163230356516,0.1067,compt,Annihilation
30303,0,1,0,62.96,15.09,-72.81,0.7549163235427346,0.1958,phot,Annihilation
30306,0,1,1,-65.55,-3.734,-26.28,0.7549622282674741,0.6862,compt,Annihilation
30306,0,1,1,-65.16,-3.317,-26.35,0.7549622282693929,0.07969,compt,Annihilation
30306,0,1,1,-68.2,-2.303,-28.17,0.7549622282816898,0.1432,phot,Annihilation
30307,0,1,0,53.92,30.68,-94.62,0.7550536325482967,0.6087,compt,Annihilation
30307,0,1,0,62.64,56.07,-78.56,0.7550536326526581,0.01017,compt,Annihilation
30307,0,1,0,63.06,67.58,-74.81,0.7550536326930389,0.02816,compt,Annihilation
30309,0,1,0,83.28,-51.31,-24.53,0.7550986145721856,0.1066,compt,Annihilation
30310,0,1,0,56.19,-53.89,32.83,0.7551154448942766,0.6572,compt,Annihilation
30310,0,1,1,-46.84,-72.11,-14.41,0.7551154452772088,0.2518,phot,Annihilation
30311,0,1,0,67.69,-17.21,-71.01,0.7551326174772315,0.1996,compt,Annihilation
30311,0,1,0,71.23,-21.33,-73.8,0.7551326174976091,0.2478,compt,Annihilation
30311,0,1,0,79.32,-39.94,-65.06,0.7551326175713095,0.07211,compt,Annihilation
30311,0,1,0,79.35,-43.64,-66.69,0.7551326175847785,0.1077,compt,Annihilation
30311,0,1,0,80.63,-47.97,-63.8,0.755132617602696,0.2818,phot,Annihilation
30313,0,1,1,-76.47,20.71,41.33,0.755290081669816,0.2374,compt,Annihilation
30313,0,1,1,-77.18,21.77,41.97,0.7552900816745739,0.6716,phot,Annihilation
30314,0,1,0,72.66,32.8,1.752,0.755302783707366,0.2937,compt,Annihilation
30314,0,1,0,80.46,32.21,7.558,0.7553027837398604,0.4079,compt,Annihilation
30314,0,1,0,80.33,31.97,7.34,0.7553027837410186,0.2075,phot,Annihilation
30320,0,1,0,47.6,74.83,-8.881,0.7556414010142105,0.176,compt,Annihilation
30323,0,1,0,62.17,53.18,18.18,0.7557267456008523,0.5179,compt,Annihilation
30323,0,1,0,57.49,60.71,40.29,0.755726745680317,0.1369,compt,Annihilation
30323,0,1,0,45.3,40.99,55.0,0.7557267457718758,0.2542,phot,Annihilation
30325,0,1,0,51.68,54.82,19.17,0.7557559007609502,0.3842,compt,Annihilation
30325,0,1,0,53.47,54.94,18.55,0.7557559007672794,0.2535,compt,Annihilation
30325,0,1,0,64.84,61.72,44.19,0.7557559008635414,0.003498,compt,Annihilation
30325,0,1,0,67.04,61.8,47.93,0.7557559008780094,0.2678,phot,Annihilation
30326,0,1,1,-60.2,9.262,-40.75,0.7557830306411202,0.2555,compt,Annihilation
30326,0,1,1,-61.53,9.883,-40.72,0.7557830306460069,0.1537,compt,Annihilation
30326,0,1,1,-65.69,9.545,-38.92,0.755783030661162,0.4999,phot,Annihilation
30329,0,1,1,-56.13,-52.0,-16.96,0.7559339802241156,0.2753,compt,Annihilation
30329,0,1,1,-57.36,-60.58,-22.66,0.7559339802586987,0.2705,compt,Annihilation
30329,0,1,1,-58.14,-60.0,-25.38,0.7559339802683557,0.1009,compt,Annihilation
30329,0,1,1,-83.73,-28.87,-30.02,0.7559339804036431,0.2623,phot,Annihilation
30330,0,1,1,-49.66,-72.57,-31.53,0.7559500655418723,0.3399,compt,Annihilation
30330,0,1,1,-53.25,-74.56,-29.37,0.7559500655573398,0.2181,compt,Annihilation
30330,0,1,1,-53.44,-74.37,-28.51,0.7559500655603396,0.1835,compt,Annihilation
30331,0,1,0,68.5,12.94,-14.22,0.7559563720556689,0.6521,compt,Annihilation
30331,0,1,0,57.56,23.38,6.605,0.7559563721415273,0.2569,phot,Annihilation
30332,0,1,1,-52.82,43.18,-24.64,0.7559858641542897,0.7042,compt,Annihilation
30332,0,1,0,59.61,8.855,-24.91,0.7559858645463889,0.2048,phot,Annihilation
30334,0,1,0,51.72,42.76,-3.44,0.7560555927324645,0.4082,compt,Annihilation
30334,0,1,0,52.15,44.81,-1.518,0.7560555927419488,0.02877,compt,Annihilation
30334,0,1,0,53.49,51.08,1.098,0.7560555927650444,0.1156,compt,Annihilation
30334,0,1,0,53.27,59.14,-3.057,0.7560555927952931,0.1488,compt,Annihilation
30334,0,1,0,62.45,62.49,6.098,0.7560555928399573,0.2077,phot,Annihilation
30335,0,1,1,-61.47,2.059,-33.18,0.7561411769561907,0.5923,compt,Annihilation
30335,0,1,1,-61.38,4.544,-32.95,0.7561411769645214,0.1536,compt,Annihilation
30335,0,1,1,-61.78,4.06,-32.4,0.7561411769673093,0.1631,phot,Annihilation
30338,0,1,1,-56.96,44.03,-10.28,0.7562155627002847,0.6668,compt,Annihilation
30338,0,1,1,-56.84,44.07,-10.3,0.756215562700712,0.2422,phot,Annihilation
30339,0,1,1,-74.16,-20.55,-88.23,0.7562470797002308,0.4627,compt,Annihilation
30343,0,1,1,-47.42,-44.47,30.75,0.7563875392839532,0.189,compt,Annihilation
30343,0,1,1,-56.8,-56.65,28.57,0.7563875393357654,0.01685,compt,Annihilation
30343,0,1,1,-59.73,-61.6,28.72,0.7563875393549561,0.497,compt,Annihilation
30343,0,1,1,-58.22,-60.41,30.05,0.7563875393627809,0.2061,phot,Annihilation
30344,0,1,0,65.39,-3.552,53.83,0.7565524327947782,0.6516,compt,Annihilation
30344,0,1,0,53.41,-0.4266,59.25,0.7565524328398665,0.0883,compt,Annihilation
30344,0,1,0,53.65,-1.874,60.45,0.75655243284618,0.1691,phot,Annihilation
30350,0,1,1,-52.18,37.03,89.0,0.7566280269292637,0.49,compt,Annihilation
30350,0,1,1,-50.51,40.32,90.19,0.7566280269421802,0.2468,compt,Annihilation
30350,0,1,1,-49.21,39.8,87.67,0.7566280269517949,0.1722,phot,Annihilation
30354,0,1,1,-61.87,-41.99,-42.98,0.7567251041540148,0.6387,compt,Annihilation
30354,0,1,1,-61.92,-42.4,-41.35,0.7567251041596139,0.1141,compt,Annihilation
30354,0,1,1,-63.29,-38.97,-41.42,0.7567251041719221,0.1562,phot,Annihilation
30357,0,1,0,70.16,27.14,-64.07,0.7568451545117794,0.6857,compt,Annihilation
30357,0,1,0,64.23,27.76,-63.47,0.7568451545317655,0.07868,compt,Annihilation
30357,0,1,0,64.43,28.51,-64.41,0.7568451545358346,0.1446,phot,Annihilation
30359,0,1,0,59.99,-71.46,49.98,0.7568761682532981,0.909,phot,Annihilation
30361,0,1,1,-52.92,49.13,71.53,0.7569372256800831,0.2985,compt,Annihilation
30361,0,1,1,-53.66,48.86,73.69,0.7569372256877607,0.4371,compt,Annihilation
30361,0,1,1,-50.53,52.91,66.02,0.756937225718521,0.1734,phot,Annihilation
30362,0,1,1,-62.0,-10.3,32.29,0.7569416365838533,0.6798,compt,Annihilation
30362,0,1,1,-58.84,-11.98,32.47,0.7569416365958043,0.00514,compt,Annihilation
30363,0,1,0,70.43,-51.48,62.56,0.7569571571050289,0.6516,compt,Annihilation
30363,0,1,0,72.84,-50.36,57.06,0.7569571571253886,0.06408,compt,Annihilation
30363,0,1,0,68.38,-50.47,52.7,0.7569571571462043,0.1934,phot,Annihilation
30366,0,1,0,64.81,-15.55,-34.89,0.7571760941583877,0.5316,compt,Annihilation
30366,0,1,0,68.19,6.959,-53.7,0.7571760942568813,0.1808,compt,Annihilation
30366,0,1,0,63.12,7.353,-50.58,0.7571760942767838,0.1966,phot,Annihilation
30368,0,1,1,-69.99,18.41,-70.62,0.7572660320910046,0.4426,compt,Annihilation
30368,0,1,1,-65.25,20.61,-84.54,0.7572660321405981,0.1239,compt,Annihilation
30368,0,1,1,-66.97,21.6,-87.18,0.7572660321516359,0.3425,phot,Annihilation
30371,0,1,0,61.95,-2.33,28.4,0.7573815166948965,0.05135,compt,Annihilation
