Event ID,Time Slice,Gamma ID,Node(detector),X,Y,Z,Time,Edep,type,Gamma Source
1,0,1,0,52.51,-34.69,-38.83,2.7509991893719738e-05,0.3372,compt,Annihilation
2,0,1,0,54.0,35.16,20.76,6.468170986816178e-05,0.1167,compt,Annihilation
2,0,1,0,69.1,38.39,21.88,6.468176152601663e-05,0.5394,compt,Annihilation
2,0,1,0,62.77,41.38,6.015,6.468182002209158e-05,0.1054,compt,Annihilation
2,0,1,0,67.64,39.25,6.29,6.468183780571962e-05,0.1476,phot,Annihilation
5,0,1,1,-74.05,-34.03,67.71,0.0001388001134929087,0.1706,compt,Annihilation
7,0,1,0,62.73,-19.31,-54.54,0.00024133181477891454,0.6914,compt,Annihilation
7,0,1,0,62.73,-19.31,-54.54,0.00024133181478075774,0.07896,compt,Annihilation
7,0,1,0,61.91,-17.74,-57.6,0.00024133182656266403,0.1386,phot,Annihilation
8,0,1,1,-45.28,39.41,51.83,0.0002453720364119573,0.4746,compt,Annihilation
9,0,1,1,-45.74,-61.47,-31.87,0.00026009075988878914,0.2909,compt,Annihilation
12,0,1,1,-73.1,7.883,-39.28,0.00035296225380676625,0.5505,compt,Annihilation
12,0,1,1,-83.82,10.02,-25.26,0.00035296231312217507,0.3585,phot,Annihilation
15,0,1,0,54.67,60.68,27.56,0.00044286558892183455,0.5366,compt,Annihilation
15,0,1,0,61.09,54.1,37.99,0.00044286563531574296,0.3724,phot,Annihilation
17,0,1,1,-69.77,33.53,-84.05,0.0005088149087400304,0.1279,compt,Annihilation
22,0,1,0,68.33,-1.672,-57.92,0.0006794475365620909,0.3808,compt,Annihilation
24,0,1,1,-76.79,43.89,-7.258,0.000712775172628182,0.6385,compt,Annihilation
24,0,1,1,-75.99,44.58,-6.557,0.0007127751768748933,0.2705,phot,Annihilation
27,0,1,0,58.49,17.37,15.21,0.0007938642967123457,0.4243,compt,Annihilation
27,0,1,0,60.71,29.36,22.99,0.0007938643449613828,0.01867,compt,Annihilation
27,0,1,0,60.55,53.24,30.12,0.0007938644280729826,0.2758,compt,Annihilation
27,0,1,0,67.29,45.34,39.37,0.0007938644744733518,0.1902,phot,Annihilation
30,0,1,0,75.07,4.089,44.51,0.0008223064550489964,0.2917,compt,Annihilation
32,0,1,0,67.57,17.72,-1.161,0.0008750573709043671,0.5638,compt,Annihilation
32,0,1,0,69.4,16.9,-18.78,0.0008750574300646475,0.07351,compt,Annihilation
32,0,1,0,68.74,15.56,-19.92,0.0008750574363211446,0.02421,compt,Annihilation
32,0,1,0,68.73,15.55,-19.92,0.0008750574364089947,0.0239,compt,Annihilation
32,0,1,0,67.98,15.43,-19.78,0.0008750574389647728,0.03916,compt,Annihilation
32,0,1,0,67.49,15.05,-18.59,0.000875057443448768,0.1845,phot,Annihilation
39,0,1,1,-48.57,-74.7,-97.94,0.0011166165098709592,0.265,compt,Annihilation
43,0,1,0,67.31,43.27,5.823,0.0012427286089691713,0.01254,compt,Annihilation
45,0,1,0,52.61,57.79,93.45,0.001274636027881376,0.7078,compt,Annihilation
45,0,1,0,50.75,56.37,90.6,0.0012746360402076226,0.2012,phot,Annihilation
46,0,1,1,-61.77,-32.91,43.52,0.00128965474919884,0.3238,compt,Annihilation
46,0,1,1,-66.2,-42.64,44.25,0.001289654784966073,0.5852,phot,Annihilation
49,0,1,1,-50.21,-43.62,62.45,0.0013749524654720685,0.04203,compt,Annihilation
49,0,1,1,-54.36,-48.95,72.2,0.001374952505038859,0.1892,compt,Annihilation
49,0,1,1,-48.46,-55.72,88.54,0.0013749525672173348,0.4531,compt,Annihilation
49,0,1,1,-50.31,-57.97,85.78,0.0013749525805864646,0.02357,compt,Annihilation
49,0,1,1,-49.48,-60.33,80.61,0.0013749525997464847,0.2011,phot,Annihilation
63,0,1,0,55.37,41.07,-32.03,0.0017419729101249303,0.2585,compt,Annihilation
63,0,1,0,60.32,63.51,-40.12,0.0017419729913859168,0.06695,compt,Annihilation
63,0,1,0,63.26,70.92,-46.54,0.0017419730255397818,0.008879,compt,Annihilation
63,0,1,0,64.81,72.98,-49.25,0.001741973038004443,0.5747,phot,Annihilation
67,0,1,0,81.08,4.752,-13.5,0.0018198068914904771,0.6082,compt,Annihilation
67,0,1,0,80.74,6.758,-13.29,0.001819806898309543,0.05358,compt,Annihilation
67,0,1,0,78.77,8.417,-14.33,0.001819806907593478,0.2473,phot,Annihilation
70,0,1,0,64.92,60.53,-95.63,0.0018483135142498977,0.45,compt,Annihilation
70,0,1,0,65.55,60.13,-95.94,0.0018483135169348923,0.03774,compt,Annihilation
72,0,1,0,60.15,-1.576,-0.407,0.0018588433054068337,0.5763,compt,Annihilation
72,0,1,0,65.38,42.74,30.05,0.0018588434856441328,0.3327,phot,Annihilation
76,0,1,0,60.81,14.97,-87.0,0.0019161136652226228,0.4654,compt,Annihilation
85,0,1,0,65.3,-26.56,-93.1,0.0021275174859271676,0.2075,compt,Annihilation
87,0,1,1,-47.26,-64.18,-15.83,0.0021653097057136575,0.1954,compt,Annihilation
87,0,1,1,-48.1,-64.82,-16.69,0.0021653097102458216,0.1709,compt,Annihilation
87,0,1,1,-50.79,-71.73,-18.4,0.0021653097356548363,0.3271,compt,Annihilation
87,0,1,1,-51.1,-69.98,-12.09,0.0021653097575196267,0.2156,phot,Annihilation
93,0,1,1,-82.39,53.55,-28.27,0.0023269869796152254,0.7358,compt,Annihilation
93,0,1,1,-81.78,53.41,-27.42,0.0023269869831121274,0.1732,phot,Annihilation
94,0,1,0,81.91,24.36,19.83,0.002364630532652066,0.2731,compt,Annihilation
97,0,1,0,48.78,68.3,-24.57,0.002426010458066088,0.2296,compt,Annihilation
97,0,1,0,51.2,71.26,-29.52,0.002426010478923317,0.1941,compt,Annihilation
97,0,1,0,50.95,72.44,-30.36,0.002426010483846946,0.2724,compt,Annihilation
103,0,1,0,55.75,37.77,-37.07,0.0025406928091517888,0.6548,compt,Annihilation
105,0,1,0,47.93,-68.61,-98.8,0.002585945695965091,0.03098,compt,Annihilation
106,0,1,1,-63.95,-10.11,-10.06,0.002591806995570797,0.6053,compt,Annihilation
106,0,1,1,-64.4,-7.358,-6.358,0.0025918070110261867,0.06759,compt,Annihilation
106,0,1,1,-63.61,-8.079,-4.307,0.002591807018746555,0.2361,phot,Annihilation
109,0,1,1,-80.83,-29.44,-90.74,0.0026677091200642006,0.1084,compt,Annihilation
112,0,1,0,48.47,-46.59,-14.66,0.002693410519528707,0.1228,compt,Annihilation
113,0,1,1,-81.03,23.61,17.87,0.002714065133200447,0.44,compt,Annihilation
114,0,1,0,52.0,51.34,-24.26,0.0028110030841503723,0.7118,compt,Annihilation
114,0,1,0,50.73,49.9,-23.17,0.002811003091523582,0.1972,phot,Annihilation
117,0,1,0,78.98,-15.69,-25.23,0.0028347745716419217,0.4283,compt,Annihilation
117,0,1,0,81.29,-19.88,-36.2,0.0028347746115560337,0.3106,compt,Annihilation
117,0,1,0,81.12,-19.22,-34.17,0.0028347746186949065,0.1701,phot,Annihilation
119,0,1,1,-81.61,-4.396,-1.663,0.0028926527377488146,0.06574,compt,Annihilation
124,0,1,1,-73.09,-3.665,-25.24,0.002986460517919366,0.6337,compt,Annihilation
124,0,1,1,-75.1,-13.62,-14.16,0.002986460568061877,0.0135,compt,Annihilation
124,0,1,1,-73.09,-21.19,-9.314,0.0029864605987722573,0.2618,phot,Annihilation
126,0,1,1,-73.1,23.96,46.43,0.003039186006411468,0.1098,compt,Annihilation
130,0,1,1,-69.37,13.94,-34.81,0.003080717290796226,0.5687,compt,Annihilation
130,0,1,1,-68.63,14.84,-36.13,0.003080717296647721,0.1453,compt,Annihilation
130,0,1,1,-70.41,15.86,-36.1,0.0030807173034954304,0.195,phot,Annihilation
131,0,1,0,71.68,-20.27,-22.73,0.0030828076981181595,0.3531,compt,Annihilation
132,0,1,0,79.42,41.57,32.33,0.0030829296437460646,0.1289,compt,Annihilation
133,0,1,1,-57.78,-36.41,-13.61,0.0031015694771419225,0.3602,compt,Annihilation
133,0,1,1,-58.0,-38.21,-13.35,0.0031015694832653724,0.1576,compt,Annihilation
133,0,1,1,-57.73,-38.31,-13.1,0.0031015694845420577,0.2106,compt,Annihilation
133,0,1,1,-57.02,-41.08,-21.65,0.0031015695146452706,0.1806,phot,Annihilation
134,0,1,1,-48.21,-47.06,6.986,0.0031073618844453276,0.01483,compt,Annihilation
134,0,1,1,-51.26,-50.48,8.066,0.003107361900134673,0.4642,compt,Annihilation
134,0,1,1,-50.21,-52.58,8.517,0.003107361908102388,0.2324,compt,Annihilation
134,0,1,1,-49.35,-51.01,9.42,0.0031073619147876682,0.1976,phot,Annihilation
135,0,1,0,57.19,29.79,16.75,0.0031242581147973626,0.3467,compt,Annihilation
135,0,1,0,63.3,28.89,27.54,0.0031242581562572177,0.2834,compt,Annihilation
135,0,1,0,59.28,29.47,29.38,0.00312425817115626,0.05913,compt,Annihilation
135,0,1,0,59.19,30.02,29.96,0.003124258173830528,0.2198,phot,Annihilation
137,0,1,1,-68.94,-17.38,9.936,0.0031703307068322324,0.6275,compt,Annihilation
137,0,1,1,-70.76,-22.62,5.151,0.003170330731254973,0.07127,compt,Annihilation
137,0,1,1,-70.65,-22.57,4.795,0.0031703307324988895,0.2102,phot,Annihilation
140,0,1,1,-62.26,-7.314,-51.06,0.0032171007134794982,0.1657,compt,Annihilation
143,0,1,1,-76.51,46.68,3.349,0.0033319009562070567,0.675,compt,Annihilation
143,0,1,1,-76.04,44.62,3.867,0.0033319009634795406,0.234,phot,Annihilation
144,0,1,1,-52.09,-51.18,-41.75,0.0033376583175392534,0.5219,compt,Annihilation
144,0,1,1,-54.79,-51.97,-39.24,0.0033376583301251922,0.08283,compt,Annihilation
144,0,1,1,-59.53,-47.54,-35.58,0.0033376583549580793,0.3043,phot,Annihilation
146,0,1,0,49.19,53.3,-0.002937,0.003357063583395769,0.909,phot,Annihilation
147,0,1,1,-59.78,-49.75,-33.32,0.003358782584393902,0.01961,compt,Annihilation
152,0,1,0,72.98,-37.86,36.14,0.003484936302091567,0.909,phot,Annihilation
155,0,1,1,-66.02,60.18,27.36,0.0035604263669316363,0.3022,compt,Annihilation
157,0,1,1,-79.69,28.41,-11.23,0.003588637068239838,0.003404,compt,Annihilation
160,0,1,0,49.0,-45.07,15.24,0.003635122057796346,0.3866,compt,Annihilation
160,0,1,0,47.54,-54.28,19.51,0.0036351220919982156,0.08414,compt,Annihilation
162,0,1,1,-63.05,-30.78,-71.44,0.003707203615336995,0.2267,compt,Annihilation
162,0,1,1,-74.92,-25.67,-78.95,0.0037072036651977663,0.05302,compt,Annihilation
168,0,1,0,67.2,-71.84,-10.76,0.0038440930021658754,0.6729,compt,Annihilation
168,0,1,0,67.51,-65.65,-5.859,0.00384409302851869,0.03302,compt,Annihilation
168,0,1,0,64.89,-62.33,-4.444,0.003844093043408077,0.2031,phot,Annihilation
171,0,1,1,-60.84,-38.68,-31.89,0.0038870655995940843,0.6732,compt,Annihilation
173,0,1,1,-50.97,-49.49,48.04,0.0039043703340528335,0.66,compt,Annihilation
173,0,1,1,-45.87,-39.58,52.81,0.0039043703744901983,0.09613,compt,Annihilation
173,0,1,1,-47.98,-38.95,52.17,0.0039043703821446804,0.1529,phot,Annihilation
182,0,1,1,-52.73,-63.06,-36.13,0.004295948507320549,0.3016,compt,Annihilation
184,0,1,0,69.7,4.857,-53.13,0.0043196730909844565,0.1884,compt,Annihilation
185,0,1,1,-51.65,-57.53,24.9,0.004322309513575715,0.644,compt,Annihilation
185,0,1,1,-49.8,-58.62,20.97,0.0043223095285262955,0.265,phot,Annihilation
187,0,1,0,68.13,-3.339,-84.23,0.004365912790175968,0.3012,compt,Annihilation
192,0,1,0,47.06,-67.87,-27.74,0.004487035720986475,0.6891,compt,Annihilation
192,0,1,1,-58.3,-18.33,86.0,0.004487036263884985,0.06381,compt,Annihilation
192,0,1,1,-62.54,-18.46,83.21,0.004487036280813305,0.1561,phot,Annihilation
194,0,1,0,53.0,-36.62,8.57,0.0045157414513445245,0.909,phot,Annihilation
198,0,1,1,-72.5,-72.34,28.14,0.0046113883371928744,0.5604,compt,Annihilation
200,0,1,1,-59.26,17.81,-13.62,0.004642332874477114,0.4845,compt,Annihilation
200,0,1,1,-59.31,20.61,-14.78,0.004642332884588451,0.101,compt,Annihilation
200,0,1,1,-57.65,21.88,-15.19,0.004642332891701108,0.1564,compt,Annihilation
200,0,1,1,-58.04,21.14,-16.54,0.004642332896992396,0.052,compt,Annihilation
200,0,1,1,-58.05,21.17,-16.53,0.004642332897079764,0.1151,phot,Annihilation
205,0,1,0,47.43,55.03,22.22,0.004714300729753441,0.1471,compt,Annihilation
205,0,1,0,56.47,60.73,21.56,0.004714300765444949,0.7619,phot,Annihilation
206,0,1,1,-45.32,-50.73,-37.98,0.004716371997360443,0.1234,compt,Annihilation
206,0,1,1,-46.25,-54.35,-41.17,0.00471637201374234,0.5692,compt,Annihilation
206,0,1,1,-51.76,-50.07,-22.1,0.004716372081473514,0.03058,compt,Annihilation
206,0,1,1,-50.53,-49.35,-21.05,0.004716372087363481,0.1858,phot,Annihilation
207,0,1,1,-60.58,37.75,-46.76,0.004744512050515236,0.187,compt,Annihilation
212,0,1,1,-84.58,-8.692,81.28,0.004852649509192625,0.1978,compt,Annihilation
213,0,1,0,59.7,9.331,26.01,0.004869008263181475,0.3831,compt,Annihilation
213,0,1,0,69.83,20.78,22.31,0.004869008315658852,0.07364,compt,Annihilation
214,0,1,0,80.49,-0.9605,-36.37,0.004888810726910439,0.09869,compt,Annihilation
219,0,1,1,-82.7,24.87,3.317,0.004989895558999895,0.6731,compt,Annihilation
219,0,1,1,-82.08,24.68,2.435,0.004989895562646278,0.02016,compt,Annihilation
219,0,1,1,-81.53,24.72,2.27,0.004989895564559295,0.06692,compt,Annihilation
219,0,1,1,-81.61,23.81,0.1419,0.004989895572275154,0.1488,phot,Annihilation
220,0,1,0,61.75,45.32,-28.37,0.004994242347461302,0.09738,compt,Annihilation
220,0,1,0,77.14,62.77,-29.42,0.004994242425155934,0.2446,compt,Annihilation
221,0,1,0,59.95,-19.34,28.21,0.005039810319491721,0.08047,compt,Annihilation
221,0,1,0,68.6,-20.37,35.64,0.005039810357673907,0.2266,compt,Annihilation
221,0,1,0,73.83,-22.07,35.78,0.005039810376035587,0.2239,compt,Annihilation
221,0,1,0,83.25,-14.33,37.12,0.005039810416935757,0.3781,phot,Annihilation
222,0,1,0,51.06,39.25,-6.034,0.005054311032556236,0.5602,compt,Annihilation
223,0,1,1,-56.87,-23.44,35.08,0.005084714672266911,0.1764,compt,Annihilation
223,0,1,1,-67.91,-29.3,50.94,0.005084714739630352,0.5105,compt,Annihilation
223,0,1,1,-66.62,-29.91,50.4,0.005084714744714275,0.2221,phot,Annihilation
226,0,1,1,-50.85,39.88,17.38,0.005124919506905532,0.2042,compt,Annihilation
226,0,1,1,-65.47,62.96,11.09,0.005124919600419729,0.323,compt,Annihilation
226,0,1,1,-65.48,63.03,10.7,0.005124919601745942,0.03934,compt,Annihilation
226,0,1,1,-66.48,63.91,9.089,0.005124919608716495,0.3425,phot,Annihilation
227,0,1,1,-75.41,-31.63,59.69,0.005139858060154827,0.674,compt,Annihilation
227,0,1,1,-74.45,-30.54,59.95,0.0051398580650661285,0.08167,compt,Annihilation
227,0,1,1,-76.65,-29.53,61.75,0.005139858075143367,0.1533,phot,Annihilation
229,0,1,1,-68.25,27.1,13.57,0.005187187524173498,0.4361,compt,Annihilation
229,0,1,1,-78.99,26.8,3.513,0.0051871875732867724,0.2948,compt,Annihilation
229,0,1,1,-78.35,27.78,5.267,0.005187187580316128,0.1781,phot,Annihilation
236,0,1,1,-73.92,-14.65,22.05,0.005323475616034701,0.909,phot,Annihilation
238,0,1,0,69.06,54.27,-29.15,0.005352891148959974,0.1229,compt,Annihilation
238,0,1,0,72.87,61.71,-31.09,0.005352891177588007,0.1396,compt,Annihilation
238,0,1,0,78.81,66.44,-36.24,0.005352891208195923,0.282,compt,Annihilation
238,0,1,0,81.61,65.19,-36.22,0.00535289121844532,0.2072,compt,Annihilation
238,0,1,0,81.61,65.19,-36.22,0.005352891218460651,0.1574,phot,Annihilation
239,0,1,0,58.13,62.02,-25.51,0.005407938622900906,0.909,phot,Annihilation
240,0,1,0,75.28,-1.367,95.55,0.005409910999759115,0.6435,compt,Annihilation
240,0,1,0,70.76,-2.431,96.25,0.005409911015430063,0.2655,phot,Annihilation
241,0,1,0,56.13,42.79,-35.3,0.005440044278379544,0.909,phot,Annihilation
242,0,1,0,52.35,-43.99,-9.109,0.00552097871267113,0.06285,compt,Annihilation
242,0,1,0,62.48,-49.86,-8.22,0.005520978751861297,0.3908,compt,Annihilation
242,0,1,0,63.38,-49.49,-8.788,0.005520978755607891,0.05757,compt,Annihilation
242,0,1,0,79.0,-53.54,-23.55,0.00552097882857531,0.1298,compt,Annihilation
244,0,1,1,-62.35,5.785,-22.23,0.005604343185300182,0.6396,compt,Annihilation
244,0,1,1,-53.2,20.72,-27.01,0.005604343245850029,0.01445,compt,Annihilation
244,0,1,1,-52.98,22.52,-27.55,0.005604343252164266,0.02801,compt,Annihilation
244,0,1,1,-52.56,24.71,-31.0,0.005604343265875136,0.2269,phot,Annihilation
245,0,1,0,62.07,-9.188,58.65,0.005631789539960407,0.4156,compt,Annihilation
245,0,1,0,68.95,-4.611,57.16,0.005631789567975233,0.2059,compt,Annihilation
245,0,1,0,79.35,-14.02,50.24,0.0056317896201359425,0.2875,phot,Annihilation
246,0,1,1,-55.96,-60.26,63.27,0.005670447415182977,0.4998,compt,Annihilation
246,0,1,1,-56.64,-63.37,61.48,0.0056704474273703955,0.07619,compt,Annihilation
246,0,1,1,-56.34,-73.31,63.97,0.005670447461597877,0.1931,compt,Annihilation
246,0,1,1,-56.85,-69.23,62.52,0.00567044747615579,0.1399,phot,Annihilation
250,0,1,1,-65.8,-73.59,-73.26,0.005726663543315076,0.4645,compt,Annihilation
252,0,1,1,-83.21,-14.24,-56.33,0.005817527763746898,0.6354,compt,Annihilation
252,0,1,1,-84.17,-12.82,-53.35,0.005817527775206249,0.07363,compt,Annihilation
252,0,1,1,-81.61,-14.06,-50.19,0.005817527789392671,0.03038,compt,Annihilation
252,0,1,1,-72.54,-21.02,-51.87,0.005817527827930917,0.1696,phot,Annihilation
255,0,1,0,54.85,-39.74,54.48,0.005889833706146542,0.909,phot,Annihilation
256,0,1,0,57.77,32.81,50.71,0.005894232284560421,0.4335,compt,Annihilation
256,0,1,0,55.26,38.44,57.02,0.0058942323139939395,0.1214,compt,Annihilation
256,0,1,0,54.78,37.09,64.33,0.005894232338860829,0.3541,phot,Annihilation
257,0,1,1,-46.76,63.4,-2.021,0.00590732782605282,0.06535,compt,Annihilation
259,0,1,0,71.94,0.7462,-63.8,0.005920612440251447,0.1836,compt,Annihilation
259,0,1,0,77.67,3.871,-66.43,0.005920612463728801,0.01275,compt,Annihilation
259,0,1,0,81.57,4.741,-68.46,0.005920612478674147,0.4655,compt,Annihilation
259,0,1,0,79.04,13.27,-59.55,0.005920612520650977,0.2472,phot,Annihilation
265,0,1,0,78.4,-60.09,-59.49,0.006083787523077234,0.7066,compt,Annihilation
265,0,1,0,77.56,-59.38,-59.2,0.006083787526881768,0.2024,phot,Annihilation
266,0,1,1,-59.16,70.32,-9.561,0.006085920000543934,0.2767,compt,Annihilation
266,0,1,1,-59.57,70.72,-10.16,0.0060859200033102625,0.6323,phot,Annihilation
267,0,1,0,64.35,-33.2,-62.41,0.006143497858875013,0.3329,compt,Annihilation
267,0,1,0,65.84,-30.96,-68.48,0.006143497881020416,0.5761,phot,Annihilation
268,0,1,1,-49.84,-42.99,-34.99,0.006185414135798796,0.1981,compt,Annihilation
268,0,1,1,-57.5,-43.75,-42.67,0.0061854141720869334,0.2372,compt,Annihilation
268,0,1,1,-70.81,-38.26,-42.95,0.006185414220105914,0.4737,phot,Annihilation
270,0,1,1,-54.09,34.51,-38.3,0.006287192780259991,0.2566,compt,Annihilation
270,0,1,1,-66.67,35.98,-38.48,0.00628719282251517,0.1727,compt,Annihilation
270,0,1,1,-80.66,43.26,-25.62,0.006287192890407705,0.01669,compt,Annihilation
274,0,1,0,46.65,40.08,4.897,0.006374850066216483,0.3157,compt,Annihilation
276,0,1,0,64.12,30.07,21.01,0.00641919541347576,0.1013,compt,Annihilation
276,0,1,0,68.89,31.18,24.43,0.006419195433403478,0.1224,compt,Annihilation
279,0,1,1,-47.47,61.94,12.19,0.006461310954548604,0.04332,compt,Annihilation
280,0,1,0,75.77,-44.21,65.38,0.006503977755017642,0.5072,compt,Annihilation
280,0,1,0,83.46,-40.0,63.65,0.006503977784822887,0.4018,phot,Annihilation
282,0,1,0,63.34,-9.514,-28.56,0.006585934812652135,0.2504,compt,Annihilation
282,0,1,0,75.54,-2.305,-31.94,0.006585934861237633,0.3995,compt,Annihilation
282,0,1,0,72.86,0.4057,-33.06,0.006585934874495555,0.2591,phot,Annihilation
284,0,1,1,-72.53,31.44,-5.112,0.00660429872577986,0.01259,compt,Annihilation
284,0,1,1,-82.65,37.89,-6.757,0.006604298766200878,0.3905,compt,Annihilation
284,0,1,1,-82.77,38.92,-6.54,0.006604298769745116,0.5059,phot,Annihilation
287,0,1,0,80.82,44.0,-62.28,0.006901856958676894,0.3657,compt,Annihilation
290,0,1,0,61.18,49.39,-24.26,0.006948945132339419,0.5215,compt,Annihilation
290,0,1,0,61.08,49.83,-24.05,0.006948945133994689,0.3875,phot,Annihilation
291,0,1,1,-60.92,23.58,53.02,0.006996349383127378,0.04961,compt,Annihilation
291,0,1,1,-84.74,31.24,87.97,0.0069963495265008635,0.6893,compt,Annihilation
291,0,1,1,-76.18,23.26,83.49,0.006996349568308911,0.1701,phot,Annihilation
292,0,1,0,58.12,19.15,-3.774,0.007028097051356103,0.1806,compt,Annihilation
292,0,1,0,74.11,16.05,-2.965,0.0070280971057626995,0.3082,compt,Annihilation
292,0,1,0,74.53,14.83,-2.668,0.00702809711017595,0.05033,compt,Annihilation
292,0,1,0,77.79,10.41,2.467,0.007028097135249088,0.2213,compt,Annihilation
292,0,1,0,77.59,10.59,2.144,0.007028097136655375,0.1485,phot,Annihilation
295,0,1,0,48.94,-49.88,-45.49,0.00707731006055941,0.6904,compt,Annihilation
295,0,1,0,50.89,-22.39,-27.75,0.007077310170945636,0.04161,compt,Annihilation
296,0,1,1,-56.35,49.29,42.72,0.007082817647091264,0.3349,compt,Annihilation
298,0,1,1,-72.17,5.492,-87.95,0.0071402808703509195,0.2881,compt,Annihilation
301,0,1,1,-57.64,22.03,83.67,0.007261310315626221,0.7019,compt,Annihilation
301,0,1,1,-51.88,17.31,77.86,0.007261310347131458,0.08147,compt,Annihilation
301,0,1,1,-52.58,17.62,79.24,0.007261310352403969,0.1256,phot,Annihilation
302,0,1,0,75.66,-74.08,-80.52,0.00726374699576409,0.5609,compt,Annihilation
305,0,1,0,57.6,-57.8,27.53,0.007290765058476823,0.0487,compt,Annihilation
305,0,1,0,68.92,-71.69,29.11,0.00729076511850547,0.242,compt,Annihilation
305,0,1,0,73.25,-74.9,33.92,0.0072907651425838105,0.2842,compt,Annihilation
308,0,1,0,58.31,15.88,-33.97,0.007354105491765994,0.3824,compt,Annihilation
308,0,1,0,76.11,-1.227,-43.29,0.007354105579769835,0.2721,compt,Annihilation
308,0,1,0,63.94,-20.53,-17.74,0.00735410569402162,0.1248,compt,Annihilation
308,0,1,0,64.43,-20.21,-19.06,0.0073541056988132006,0.1297,phot,Annihilation
310,0,1,1,-65.93,-3.0,29.74,0.007380632604555328,0.1877,compt,Annihilation
310,0,1,1,-76.51,1.856,31.02,0.00738063264364251,0.297,compt,Annihilation
310,0,1,1,-78.36,2.355,34.44,0.007380632656720633,0.1955,compt,Annihilation
310,0,1,1,-75.52,3.435,35.89,0.00738063266794591,0.2288,phot,Annihilation
312,0,1,1,-68.97,30.69,95.46,0.007452407811552234,0.2902,compt,Annihilation
312,0,1,1,-73.89,27.3,99.91,0.0074524078364054235,0.3852,compt,Annihilation
312,0,1,1,-75.43,24.5,89.79,0.007452407871815728,0.05644,compt,Annihilation
312,0,1,1,-74.15,23.37,89.37,0.00745240787771358,0.1772,phot,Annihilation
314,0,1,0,72.5,48.55,-97.77,0.007489896433490497,0.4095,compt,Annihilation
315,0,1,1,-47.13,-39.53,-35.94,0.007495906181391942,0.2402,compt,Annihilation
318,0,1,0,50.61,65.12,2.08,0.007552867650226896,0.4168,compt,Annihilation
318,0,1,0,52.55,65.06,3.185,0.007552867657691806,0.4922,phot,Annihilation
320,0,1,0,65.67,25.13,39.24,0.007593889317970358,0.05073,compt,Annihilation
321,0,1,0,51.51,-55.92,13.88,0.007594320523872642,0.1333,compt,Annihilation
322,0,1,0,84.47,68.81,-67.87,0.007603777202190126,0.7168,compt,Annihilation
322,0,1,0,75.63,60.73,-66.32,0.007603777242454536,0.1922,phot,Annihilation
325,0,1,0,69.78,-23.61,5.755,0.007720748089173146,0.6896,compt,Annihilation
328,0,1,1,-50.34,33.68,16.04,0.007797985891951508,0.6752,compt,Annihilation
328,0,1,1,-51.47,30.14,15.52,0.007797985904565288,0.2338,phot,Annihilation
329,0,1,0,48.79,56.57,10.58,0.00781365269937135,0.6873,compt,Annihilation
329,0,1,0,48.94,46.12,7.575,0.007813652735624666,0.004531,compt,Annihilation
329,0,1,0,47.08,15.37,8.812,0.007813652838487159,0.0969,compt,Annihilation
329,0,1,0,46.98,15.47,8.591,0.007813652839372437,0.1203,phot,Annihilation
330,0,1,0,67.42,28.82,96.97,0.007829352985814508,0.4055,compt,Annihilation
333,0,1,0,56.8,-33.7,78.24,0.00787007209542327,0.2082,compt,Annihilation
341,0,1,1,-46.68,38.81,-25.38,0.00804578859793847,0.107,compt,Annihilation
347,0,1,1,-80.02,-22.69,29.05,0.008283459050574798,0.2072,compt,Annihilation
349,0,1,0,78.66,3.011,0.003351,0.008338522786130755,0.3823,compt,Annihilation
351,0,1,1,-72.85,-8.323,92.19,0.008417991751043193,0.4031,compt,Annihilation
357,0,1,0,50.5,-69.07,2.451,0.00852846358965565,0.2517,compt,Annihilation
360,0,1,0,79.67,-50.84,17.63,0.008657281857091217,0.3339,compt,Annihilation
361,0,1,0,55.72,-42.68,45.58,0.008670445036218154,0.4871,compt,Annihilation
361,0,1,0,63.29,-53.04,36.53,0.008670445088617139,0.4219,phot,Annihilation
362,0,1,1,-54.08,-60.52,37.4,0.008676844025713386,0.1118,compt,Annihilation
364,0,1,0,67.66,-2.912,-61.08,0.008681161333648045,0.2739,compt,Annihilation
364,0,1,0,68.0,-3.575,-61.95,0.008681161337477455,0.1574,compt,Annihilation
364,0,1,0,68.55,-3.156,-66.25,0.008681161352001993,0.4777,phot,Annihilation
367,0,1,1,-83.12,26.26,35.43,0.00871705549293545,0.909,phot,Annihilation
368,0,1,0,59.84,34.68,-2.144,0.0087421107048203,0.4704,compt,Annihilation
368,0,1,0,62.19,36.5,3.875,0.008742110727214196,0.06627,compt,Annihilation
368,0,1,0,63.16,36.14,4.881,0.008742110732026362,0.1487,compt,Annihilation
368,0,1,0,63.24,36.13,4.761,0.008742110732509644,0.014,compt,Annihilation
368,0,1,0,68.77,36.89,2.117,0.008742110753113376,0.2096,phot,Annihilation
369,0,1,1,-60.98,4.078,18.97,0.008759613822995258,0.3385,compt,Annihilation
369,0,1,1,-64.35,8.618,23.57,0.008759613847321922,0.3941,compt,Annihilation
369,0,1,1,-60.14,0.5539,24.0,0.008759613877701041,0.04748,compt,Annihilation
369,0,1,1,-60.17,0.5427,24.03,0.008759613877831876,0.1289,phot,Annihilation
370,0,1,0,48.35,-51.91,-46.35,0.008783857097707739,0.3012,compt,Annihilation
